"FLUENCIA","RES_TRA","RELACION","ALARGA","PE_MET"
465,586,1.26,16.3,0.949
458,586,1.28,16.6,0.943
467,584,1.25,16.6,0.943
465,587,1.26,15.9,0.947
466,600,1.29,16.5,0.944
459,584,1.27,16.6,0.941
463,585,1.26,16.6,0.943
458,588,1.28,16.6,0.946
459,581,1.26,16.5,0.946
467,584,1.25,16.1,0.953
465,586,1.26,16.3,0.949
458,586,1.28,16.6,0.943
378,486,0,25.4,0.981
383,519,0,26.2,0.989
379,507,0,25.1,0.991
338,493,0,29.8,0
341,500,0,27.2,0
351,507,0,26.7,0
327,477,0,30.8,0
327,476,0,31,0
446,569,1.27,15.7,0.946
462,578,1.25,16.2,0.946
466,581,1.25,16.6,0.948
477,599,1.26,16.8,0.947
459,581,1.26,16.5,0.946
461,575,1.25,16.6,0.95
488,608,1.25,16.4,0.945
466,587,1.26,16.6,0.948
474,590,1.25,15.6,0.947
460,614,1.34,16.6,7.611
379,507,0,25.1,0.991
338,493,0,29.8,0
366,506,0,25.5,0.985
415,535,0,29,4.48
385,508,0,31.6,8.648
0,369,0,37.3,0
470,593,1.26,14.9,0.534
443,586,1.32,16.9,0.846
497,676,1.36,16.2,0.381
505,656,1.3,17.6,0.38
497,676,1.36,16.7,0.38
502,654,1.3,15.4,0.384
480,629,1.31,16.7,0.378
494,672,1.36,15.2,0.378
472,627,1.33,17.9,0.377
498,630,1.27,16.7,0.38
502,654,1.3,15.4,0.384
480,629,1.31,16.7,0.378
472,627,1.33,17.9,0.377
500,710,1.42,15,0.392
515,719,1.4,16,0.398
519,718,1.38,15.5,0.398
500,698,1.4,16.8,0.396
500,701,1.4,16.5,0.391
510,710,1.39,16.6,0.393
513,723,1.41,14.7,0.388
511,717,1.4,17.5,0.389
503,697,1.39,16.5,0.383
498,714,1.43,16.2,0.614
516,734,1.42,14.9,0.607
511,733,1.43,16.2,0.608
501,738,1.47,13.5,0.619
516,687,1.33,15.6,0.394
509,661,1.3,15.9,0.393
470,597,1.27,15.7,0.536
468,620,1.33,16.1,0.853
397,536,0,25.7,0.987
394,520,0,26.1,0.99
378,512,0,25.6,0.987
463,584,1.26,14.9,0.535
450,579,1.29,15.9,0.535
470,599,1.28,15.7,0.536
484,608,1.26,18,0.53
474,598,1.26,16.2,0.533
479,598,1.25,15.2,0.533
483,608,1.26,15.7,0.532
470,593,1.26,14.9,0.534
466,583,1.25,15.8,0.948
457,583,1.28,16.8,0.945
465,582,1.25,16.3,0.943
460,583,1.27,17,0.944
475,595,1.25,16.6,0.939
462,578,1.25,16.2,0.946
466,581,1.25,16.6,0.948
461,581,1.26,16.6,0.951
467,584,1.25,16.1,0.953
463,581,1.25,16.6,0.946
458,586,1.28,16.6,0.943
467,584,1.25,16.6,0.943
465,587,1.26,15.9,0.947
459,584,1.27,16.6,0.941
463,585,1.26,16.6,0.943
458,588,1.28,16.6,0.946
467,584,1.25,16.1,0.953
465,586,1.26,16.3,0.949
466,587,1.26,16.6,0.948
486,636,1.31,15.4,2.122
494,640,1.3,15.2,2.125
487,626,1.29,16.4,2.141
485,616,1.27,16.8,2.116
492,624,1.27,15.8,2.132
469,609,1.3,16.7,2.126
495,630,1.27,16.6,2.118
505,645,1.28,16.2,2.14
511,644,1.26,16.1,2.127
478,603,1.26,16.8,2.12
481,611,1.27,16.6,2.146
499,625,1.25,15.7,2.126
498,641,1.29,15.6,2.13
504,643,1.28,16,2.138
479,620,1.29,16.6,2.125
460,591,1.28,17.3,0.945
462,578,1.25,16.2,0.946
477,599,1.26,16.8,0.947
461,576,1.25,16.6,0.955
461,575,1.25,16.6,0.95
463,581,1.25,16.6,0.946
458,586,1.28,16.6,0.943
467,584,1.25,16.6,0.943
474,590,1.25,15.6,0.947
486,636,1.31,15.4,2.122
493,629,1.28,15.9,2.133
500,640,1.28,16.3,2.135
522,671,1.28,15.8,2.142
476,603,1.27,16,2.138
501,652,1.3,15.7,2.132
497,639,1.29,16.4,2.139
478,621,1.3,16.5,2.13
477,619,1.3,16.2,2.134
467,609,1.31,16.6,2.142
472,620,1.31,16.8,2.137
484,625,1.29,16.4,2.129
510,637,1.25,14.8,2.116
508,652,1.28,15.5,2.111
490,629,1.28,16.6,2.11
497,634,1.28,15.8,2.117
468,600,1.28,15.7,2.113
478,624,1.31,16.1,2.118
466,601,1.29,16.4,2.127
449,609,1.36,16.8,2.126
483,627,1.3,16.3,2.29
494,628,1.27,15.4,2.145
514,753,1.46,15.1,2.009
509,742,1.46,13.1,2.001
465,589,1.27,17.7,0.533
449,578,1.29,15,0.53
466,600,1.29,16.5,0.944
466,583,1.25,15.8,0.948
456,591,1.3,16.6,0.943
457,583,1.28,16.8,0.945
465,582,1.25,16.3,0.943
464,589,1.27,15.9,0.952
460,583,1.27,17,0.944
475,595,1.25,16.6,0.939
462,578,1.25,16.2,0.946
466,581,1.25,16.6,0.948
461,576,1.25,16.6,0.955
468,600,1.28,15.7,2.113
449,609,1.36,16.8,2.126
483,627,1.3,16.3,2.29
494,628,1.27,15.4,2.145
453,594,1.31,16.8,2.129
480,607,1.26,15.8,2.134
500,626,1.25,15.4,2.13
485,634,1.31,16.1,2.129
483,621,1.29,16.6,2.126
491,633,1.29,16.2,2.138
501,645,1.29,15.9,2.145
480,629,1.31,16.7,0.378
472,627,1.33,17.9,0.377
458,608,1.33,15.9,2.36
474,622,1.33,15.9,2.364
479,627,1.31,15.4,2.356
473,622,1.31,15.2,2.345
456,600,1.31,16.3,2.14
485,622,1.28,15.9,2.122
457,604,1.32,16.6,2.139
456,600,1.31,16.3,2.14
463,606,1.31,16,2.127
457,631,1.38,14.5,0.216
455,648,1.42,14.9,0.217
357,488,0,24.9,1.545
357,490,0,25.8,1.573
460,576,1.25,15.4,1.476
464,595,1.28,17,1.487
456,593,1.3,16.8,1.476
448,578,1.29,16.6,1.471
453,576,1.27,16.2,1.47
466,590,1.26,17.4,1.479
461,591,1.28,17.1,1.474
474,599,1.26,15.6,1.481
469,596,1.27,15.9,1.477
448,578,1.29,16.6,1.471
466,590,1.26,17.4,1.479
458,608,1.33,15.9,2.36
474,622,1.33,15.9,2.364
479,627,1.31,15.4,2.356
473,622,1.31,15.2,2.345
461,585,1.27,15.6,1.48
474,596,1.26,16.1,1.474
453,578,1.28,16.4,1.464
461,594,1.29,16.2,1.474
460,581,1.26,16.2,1.486
476,645,1.36,15,0.215
453,648,1.43,15,0.217
471,656,1.39,14.8,0.216
457,631,1.38,14.5,0.216
455,648,1.42,14.9,0.217
439,634,1.44,14.8,0.215
452,640,1.42,14.5,0.216
440,639,1.45,14.8,0.215
473,642,1.36,14.9,0.216
506,736,1.45,12.7,2.007
501,745,1.49,14.3,3.953
459,578,1.27,16.9,1.476
458,586,1.28,16.7,1.482
460,577,1.25,15.9,1.472
447,576,1.29,15.8,1.47
457,583,1.28,15.6,1.471
459,582,1.27,15.9,1.474
466,599,1.29,16.4,1.472
457,580,1.27,16,1.465
453,577,1.27,16,1.47
461,587,1.27,15.5,1.47
466,585,1.25,15,1.472
464,589,1.27,15.9,1.478
467,589,1.26,16.6,1.478
464,595,1.28,17,1.487
448,574,1.28,16.3,1.471
461,587,1.27,15.5,1.47
472,607,1.29,16.4,3.771
509,661,1.3,15.9,0.393
461,585,1.27,15.6,1.48
474,596,1.26,16.1,1.474
458,623,1.36,14.9,0.216
452,645,1.43,15,0.216
487,666,1.37,15,0.218
493,649,1.32,14.7,0.218
443,658,1.48,15.9,0.215
464,662,1.43,15.7,0.215
476,645,1.36,14.7,0.215
471,656,1.39,14.8,0.216
457,631,1.38,14.5,0.216
460,646,1.4,15,0.214
462,619,1.34,14.9,0.216
455,651,1.43,14.9,0.213
455,648,1.42,14.9,0.217
481,642,1.33,15.1,0.214
439,634,1.44,14.8,0.215
452,640,1.42,14.5,0.216
440,639,1.45,14.8,0.215
477,631,1.32,14.7,0.215
483,637,1.32,14.4,0.217
437,628,1.44,15.4,0.217
473,661,1.4,14.5,0.218
459,640,1.39,15,0.216
508,662,1.3,14.3,0.216
459,578,1.27,16.9,1.476
458,586,1.28,16.7,1.482
448,574,1.28,16.3,1.471
453,577,1.27,16.1,1.47
453,580,1.28,16.3,1.47
446,582,1.31,16.6,1.467
472,596,1.26,16.4,1.471
461,581,1.26,14.9,1.471
459,586,1.28,16,1.474
473,591,1.25,16.4,1.479
465,584,1.26,16.9,1.482
466,587,1.26,16.6,1.484
465,588,1.26,16.6,1.489
463,597,1.29,17.1,1.487
466,585,1.25,15,1.472
473,591,1.25,16.4,1.479
465,584,1.26,16.9,1.482
466,587,1.26,16.6,1.484
492,624,1.27,15.8,2.132
513,657,1.28,15.5,2.135
449,609,1.36,16.8,2.126
483,627,1.3,16.3,2.29
462,606,1.31,15.6,2.134
463,597,1.29,17.1,1.487
469,591,1.26,16.7,1.476
441,584,1.33,16,2.127
484,617,1.28,15.1,2.121
340,489,0,25.6,0
270,410,0,25.6,0
294,409,0,26,0
289,397,0,24.6,0
291,403,0,24,0
510,754,1.48,12.3,3.845
498,633,1.27,16.2,2.128
515,650,1.26,15.2,2.137
499,628,1.26,16,2.142
489,625,1.28,16.6,2.13
520,662,1.27,16.1,2.132
485,628,1.3,16.3,2.151
473,607,1.28,16.2,2.14
515,654,1.27,15.6,2.139
491,623,1.27,16.1,2.123
460,576,1.25,16.2,0.945
358,502,0,25.1,0
383,504,0,25.2,0
366,497,0,28.4,0.988
405,525,0,31.1,4.552
382,519,0,24.3,0
504,634,1.26,15.9,2.146
484,619,1.28,15.3,2.135
491,623,1.27,16.1,2.123
512,640,1.25,15.7,2.139
535,788,0,13.4,0
269,400,0,23.7,0
374,513,0,27.3,18.856
491,704,1.44,16.8,0.873
505,711,1.41,17,0.878
495,702,1.42,15,0.874
495,689,1.39,14.8,0.871
516,714,1.38,14.2,0.899
467,642,1.38,14.7,0.848
469,634,1.35,16.1,0.844
464,657,1.42,15.6,0.845
475,639,1.35,15.3,0.846
457,628,1.37,14.8,0.845
449,634,1.41,14.7,0.845
446,677,1.52,16.1,0.843
468,638,1.36,15.2,0.846
475,662,1.39,15.1,0.845
475,641,1.35,15.1,0.845
484,650,1.34,14.9,0.845
484,650,1.34,15.1,0.847
479,611,1.28,17.7,3.785
466,611,1.31,17.2,7.474
383,504,0,25.2,0
355,478,0,26.1,0
472,598,1.27,16.3,1.486
469,594,1.27,16,1.476
470,605,1.29,15.9,1.472
455,578,1.27,17.4,1.476
463,586,1.27,16.8,1.475
467,589,1.26,16.3,1.477
452,574,1.27,17,1.479
470,600,1.28,16.5,1.473
455,589,1.3,15.9,1.476
471,587,1.25,16.6,1.479
460,589,1.28,16.3,1.481
457,586,1.28,16.3,1.48
460,591,1.28,16.2,1.481
469,594,1.27,16,1.476
447,582,1.3,16.7,1.475
460,589,1.28,16.3,1.481
466,611,1.31,17.2,7.474
501,652,1.3,16.6,7.604
491,704,1.44,16.8,0.873
455,655,1.44,16.1,0.846
486,652,1.34,16,1.898
458,574,1.25,16.6,0.856
452,580,1.28,15.6,0.857
446,570,1.28,16.8,0.848
469,593,1.26,18,0.858
474,596,1.26,15.1,0.844
476,644,1.35,14.8,0.533
518,676,1.31,15.9,0.532
473,668,1.41,15.2,0.53
498,672,1.35,14.3,0.532
489,662,1.35,15.1,0.533
510,754,1.48,12.3,3.845
508,759,1.49,13.6,4.853
475,715,1.51,13.7,6.187
459,592,1.29,16.4,1.478
458,587,1.28,16.4,1.473
465,583,1.25,16.3,1.472
457,579,1.27,16.5,1.472
471,596,1.27,16.5,1.474
478,599,1.25,16.5,1.481
451,585,1.3,16.9,1.472
439,579,1.32,16.8,1.475
459,576,1.25,16.5,1.473
471,596,1.27,16.2,1.472
469,589,1.26,15.3,1.477
453,581,1.28,16.1,1.473
474,592,1.25,16.4,1.475
465,603,1.3,16.4,1.473
472,590,1.25,16.8,1.475
452,574,1.27,17,1.479
470,600,1.28,16.5,1.473
462,585,1.27,16.8,1.471
475,591,1.25,16.6,1.478
465,597,1.28,16.5,1.48
467,590,1.26,16.4,1.478
472,604,1.28,16.4,1.479
476,600,1.26,16.5,1.48
472,591,1.25,16.3,1.47
459,572,1.25,16.5,1.475
458,587,1.28,16.4,1.473
465,583,1.25,16.3,1.472
439,579,1.32,16.8,1.475
459,576,1.25,16.5,1.473
472,595,1.26,16.3,1.48
447,582,1.3,16.7,1.475
460,589,1.28,16.3,1.481
486,605,1.25,16.6,0.947
497,657,1.32,15.8,0.38
471,689,1.46,16.3,0.381
486,672,1.38,14.8,0.378
477,658,1.38,16.1,0.38
475,650,1.37,15.1,0.374
484,685,1.42,16.7,0.38
485,685,1.41,16.6,0.385
476,658,1.38,14.9,0.379
494,665,1.35,14.6,0.376
478,669,1.4,15.1,0.378
470,655,1.39,14.9,0.379
479,650,1.36,15.2,0.376
443,640,1.44,14.8,0.378
480,655,1.36,16.8,0.946
459,572,1.25,16.5,1.475
456,593,1.3,15.9,1.479
465,583,1.25,16.3,1.472
457,579,1.27,16.5,1.472
471,596,1.27,16.5,1.474
473,596,1.26,16.5,1.48
473,596,1.26,16.7,1.473
470,600,1.28,17.2,1.474
477,600,1.26,16.5,1.48
486,612,1.26,16.4,1.476
469,589,1.26,15.3,1.477
474,592,1.25,16.4,1.475
464,594,1.28,16.6,1.47
447,582,1.3,16.7,1.475
442,573,1.3,16.3,1.473
478,595,1.25,16.9,1.48
465,597,1.28,16.5,1.48
472,604,1.28,16.4,1.479
476,600,1.26,16.5,1.48
472,591,1.25,16.3,1.47
442,568,1.28,15.7,1.475
450,577,1.28,16.9,1.473
470,602,1.28,15.1,1.471
445,567,1.27,16.5,1.474
453,572,1.26,16,1.477
441,582,1.32,16.6,1.476
479,600,1.25,16.2,1.478
457,595,1.3,17.1,1.476
463,586,1.27,16.5,1.477
464,591,1.27,16.2,1.477
459,572,1.25,16.5,1.475
459,576,1.25,16.5,1.473
470,602,1.28,15.1,1.471
445,567,1.27,16.5,1.474
461,584,1.27,15.2,1.483
463,586,1.27,16.5,1.477
483,641,1.33,15.3,0.218
475,661,1.39,15.8,0.217
469,670,1.43,16,0.218
483,657,1.36,15.3,0.219
498,695,1.39,15.6,0.379
501,684,1.37,15.1,0.381
476,688,1.45,15.5,0.378
484,700,1.45,15.6,0.379
495,685,1.38,15.2,0.38
474,680,1.44,15.6,0.381
484,670,1.39,16,0.378
497,657,1.32,15.8,0.38
466,652,1.4,16,0.379
481,679,1.41,15.1,0.376
483,690,1.43,15.1,0.38
471,689,1.46,16.3,0.381
459,675,1.47,14.8,0.379
486,672,1.38,14.8,0.378
477,658,1.38,16.1,0.38
475,650,1.37,15.1,0.374
485,685,1.41,16.6,0.385
476,658,1.38,14.9,0.379
494,665,1.35,14.6,0.376
478,669,1.4,15.1,0.378
470,655,1.39,14.9,0.379
479,650,1.36,15.2,0.376
443,640,1.44,14.8,0.378
497,677,1.36,14.4,0.379
467,683,1.46,15,0.377
492,704,1.43,14.4,0.376
511,672,1.31,14.3,0.378
525,687,1.31,14.1,0.375
485,503,1.41,14.8,0.38
466,591,1.27,16.1,1.479
439,579,1.32,16.8,1.475
471,596,1.27,16.2,1.472
469,589,1.26,15.3,1.477
464,594,1.28,16.6,1.47
470,600,1.28,16.5,1.473
472,604,1.28,16.4,1.479
469,595,1.27,16.3,1.474
463,580,1.25,16.1,1.478
461,584,1.27,15.2,1.483
464,591,1.27,16.2,1.477
456,584,1.28,16.6,1.479
474,591,1.25,15.9,1.472
476,593,1.25,16.6,1.48
463,595,1.29,16.9,1.472
465,591,1.27,16.7,1.471
461,600,1.3,16.1,1.473
468,587,1.26,17.1,1.481
460,589,1.28,16.3,1.481
470,602,1.28,15.1,1.471
463,586,1.27,16.5,1.477
474,591,1.25,15.9,1.472
476,593,1.25,16.6,1.48
476,650,1.36,15.1,0.219
469,670,1.43,16,0.218
448,635,1.42,15.6,0.216
446,628,1.41,16.1,0.215
483,657,1.36,15.3,0.219
458,633,1.38,15.6,0.218
441,635,1.44,15.5,0.217
458,587,1.28,16.4,1.473
439,579,1.32,16.8,1.475
463,580,1.25,16.1,1.478
477,663,1.39,16.3,0.215
464,658,1.42,15.7,0.215
454,630,1.39,15.1,0.214
467,633,1.36,15.1,0.218
446,624,1.4,15.6,0.216
458,658,1.44,16.6,0.215
466,648,1.39,15.1,0.219
484,666,1.38,14.9,0.217
464,660,1.42,15.7,0.218
483,648,1.34,16.4,0.219
445,645,1.45,15.1,0.218
451,642,1.43,14.2,0.217
477,646,1.35,14.3,0.217
469,664,1.41,15,0.218
449,630,1.4,14.9,0.216
450,642,1.43,14.9,0.218
486,607,1.25,15.1,1.475
458,581,1.27,16.7,1.47
466,593,1.27,16.6,1.479
452,594,1.32,17.1,1.473
474,591,1.25,15.9,1.472
469,595,1.27,16.4,1.475
454,630,1.39,15.1,0.214
446,624,1.4,15.6,0.216
342,496,0,25.3,0
467,599,1.28,16.2,0.954
467,585,1.25,15.5,0.947
445,566,1.27,15,0.952
445,571,1.28,19.7,0.945
446,573,1.28,17.3,0.944
452,571,1.26,15.9,0.946
449,572,1.27,15.5,0.947
446,560,1.25,15.7,0.949
457,573,1.25,16.4,0.948
468,583,1.25,16.1,0.944
457,570,1.25,15.9,0.943
459,577,1.26,16.1,0.942
454,571,1.26,16.3,0.945
446,573,1.28,17.3,0.944
452,571,1.26,15.9,0.946
475,593,1.25,16,0.947
490,697,1.43,17.4,0.396
495,707,1.43,16.8,0.397
501,705,1.41,17.8,0.396
484,686,1.42,14.9,0.389
500,741,1.48,14,0.615
499,723,1.45,15.2,0.612
495,735,1.48,15.2,0.612
500,741,1.48,14,0.615
491,726,1.48,15.3,0.614
497,741,1.49,16,0.615
520,770,1.48,14.5,0.612
525,777,1.48,14.1,0.613
499,733,1.47,14.8,0.614
496,723,1.46,14.8,0.615
480,692,1.44,15.3,0.617
480,693,1.44,16.5,0.615
497,703,1.41,15.2,0.612
468,617,1.32,17.1,0.584
466,624,1.34,16.8,0.587
471,629,1.33,17.1,0.589
474,627,1.32,17,0.589
471,643,1.36,17.4,0.587
504,657,1.3,17.4,0.607
488,642,1.32,17.6,0.606
495,647,1.31,17.1,0.376
498,683,1.37,16.1,0.376
502,666,1.33,16.2,0.377
488,681,1.4,16.1,0.381
491,662,1.35,16.1,0.379
458,633,1.38,15.6,0.218
487,661,1.36,16.1,0.218
279,426,0,22.8,0
258,406,0,22.8,0
464,587,1.26,16.1,0.946
467,592,1.27,16.2,0.947
445,571,1.28,19.7,0.945
459,572,1.25,16.2,0.95
459,576,1.25,16.1,0.947
451,574,1.27,16.6,0.948
446,560,1.25,15.7,0.949
457,573,1.25,16.4,0.948
468,583,1.25,16.1,0.944
459,576,1.26,16,0.947
465,584,1.25,15.6,0.942
450,562,1.25,16.1,0.947
463,582,1.26,15.6,0.949
461,579,1.26,16.2,0.948
463,584,1.26,16,0.947
470,585,1.25,14.8,0.942
467,592,1.27,16.2,0.947
459,572,1.25,16.2,0.95
472,590,1.25,16.8,1.475
500,741,1.48,14,0.615
520,770,1.48,14.5,0.612
509,766,1.5,15.5,0.613
493,722,1.46,14.8,0.611
493,705,1.43,16,0.613
497,703,1.41,15.2,0.612
258,406,0,22.8,0
265,413,0,23.1,0
267,397,0,23,0
274,401,0,22.6,0
279,411,0,22.8,0
0,376,0,36,0
0,375,0,35.7,0
445,567,1.27,16.2,0.946
481,604,1.25,16.1,0.95
488,700,1.43,15.5,0.615
480,692,1.44,15.3,0.617
477,693,1.45,17.9,0.617
493,701,1.42,18.3,0.611
497,703,1.41,15.2,0.612
302,416,0,23.2,0
302,430,0,24.1,0
294,414,0,23.2,0
282,404,0,23,0
288,412,0,23.3,0
295,430,0,22.1,0
307,451,0,22.3,0
295,428,0,22.7,0
282,424,0,22.8,0
286,426,0,23.3,0
269,389,0,26.9,0
225,365,0,23.1,0
282,396,0,24.9,0
235,374,0,25.8,0
467,599,1.28,16.2,0.954
489,611,1.25,16.1,0.944
460,590,1.28,16.6,0.938
465,584,1.25,15.6,0.942
463,582,1.26,15.6,0.949
463,584,1.26,16,0.947
470,585,1.25,14.8,0.942
464,587,1.26,16.1,0.946
452,571,1.26,15.9,0.946
469,595,1.27,16.4,1.475
0,410,0,0,0
0,409,0,0,0
0,414,0,0,0
0,407,0,0,0
0,411,0,0,0
0,419,0,0,0
0,416,0,0,0
0,405,0,0,0
458,623,1.36,14.9,0.219
462,608,1.31,14.9,0.22
475,660,1.39,14.7,0.212
472,647,1.37,14.5,0.218
472,621,1.32,14.6,0.215
452,620,1.37,14.9,0.213
446,605,1.36,14.2,0.215
453,638,1.41,15.2,0.216
474,636,1.34,14.7,0.217
459,608,1.33,14.9,0.214
462,634,1.37,14.5,0.216
450,612,1.36,14.7,0.219
461,584,1.27,15.2,1.483
448,641,1.43,15.1,0.216
467,634,1.36,14.9,0.218
437,629,1.44,15.1,0.217
472,627,1.33,15,0.217
457,632,1.38,14.9,0.215
460,614,1.33,14.9,0.216
447,623,1.39,15,0.219
458,624,1.36,14.9,0.218
458,623,1.36,14.9,0.219
482,636,1.32,14.9,0.214
449,624,1.39,15.2,0.213
462,614,1.33,14.7,0.215
438,648,1.48,15.2,0.218
445,607,1.36,15.1,0.214
462,608,1.31,14.9,0.22
475,660,1.39,14.7,0.212
472,647,1.37,14.5,0.218
449,618,1.38,14.8,0.219
433,586,1.35,15.3,0.216
444,617,1.39,15.1,0.214
485,692,1.43,17.6,0.397
499,723,1.45,15.2,0.612
500,743,1.49,13.2,0.614
493,722,1.46,14.8,0.611
488,642,1.32,17.6,0.606
448,641,1.43,15.1,0.216
467,634,1.36,14.9,0.218
445,607,1.36,15.1,0.214
475,660,1.39,14.7,0.212
459,608,1.33,14.9,0.214
457,640,1.4,15.3,0.252
462,629,1.36,14.3,0.252
0,376,0,36,0
0,375,0,35.7,0
460,614,1.33,14.9,0.216
462,588,1.27,17.4,0.849
455,579,1.27,15.8,0.84
463,602,1.3,16.8,0.853
443,571,1.29,16.3,0.854
483,607,1.26,15,0.846
482,615,1.27,17.4,0.839
483,628,1.3,15.5,2.116
448,587,1.31,17,2.122
520,662,1.27,16.1,2.132
473,607,1.28,16.2,2.14
491,623,1.27,16.1,2.123
480,612,1.27,17.2,2.127
505,634,1.26,15.8,2.115
475,627,1.32,16,2.135
486,637,1.31,16.5,2.116
485,615,1.27,16.2,2.127
490,624,1.28,16.5,2.115
475,609,1.28,16.7,2.139
491,623,1.27,16.1,2.123
503,641,1.27,16.1,2.125
500,632,1.27,15.8,2.133
491,634,1.29,16.6,2.118
479,623,1.3,16.9,2.127
474,613,1.29,16.8,2.131
486,623,1.28,15.8,2.128
501,637,1.27,15.9,2.129
477,624,1.31,16.6,2.124
480,607,1.26,16.3,2.116
499,629,1.26,15.2,2.145
530,669,1.26,15.3,2.15
505,635,1.26,17.3,2.146
483,614,1.27,15.3,2.123
486,624,1.28,14.8,2.123
486,624,1.28,14.8,2.123
507,638,1.26,15,2.151
494,627,1.27,16.2,2.354
495,632,1.28,15.4,2.348
486,629,1.29,14.6,2.351
471,605,1.29,16.1,0.855
452,569,1.26,15.1,0.849
462,588,1.27,17.4,0.849
463,586,1.27,15.6,0.847
478,597,1.25,16.4,0.841
488,635,1.3,16.9,2.144
475,622,1.31,16.5,2.134
489,764,1.56,11.2,0.385
480,743,1.55,12,0.386
437,564,1.29,15.9,0.956
448,567,1.27,15.6,0.946
454,574,1.26,15.6,0.944
473,592,1.25,15.9,0.945
452,567,1.25,16.9,0.947
461,588,1.27,16.7,0.945
477,600,1.26,16.4,0.949
458,583,1.27,16.3,0.941
458,575,1.26,15.7,0.942
459,584,1.27,15.4,0.943
461,587,1.27,15.4,0.945
464,582,1.26,16.4,0.942
449,568,1.27,16.7,0.948
472,596,1.26,16.4,0.95
467,587,1.26,16,0.944
459,590,1.28,16.6,0.943
449,568,1.27,16.7,0.948
483,628,1.3,15.5,2.116
494,640,1.29,16.7,2.119
475,622,1.31,16.5,2.134
461,588,1.27,16.7,0.945
464,583,1.26,16.6,0.938
454,580,1.28,16.2,0.941
465,597,1.29,16.7,0.941
470,600,1.28,15.9,0.939
469,588,1.25,15.6,0.942
447,587,1.31,16.8,0.94
462,591,1.28,18.6,0.949
462,595,1.29,16.2,0.949
484,606,1.25,14.9,0.951
479,598,1.25,16,0.946
472,598,1.27,16.3,0.951
488,619,1.27,18.7,0.947
472,589,1.25,15.8,0.942
464,583,1.26,16.6,0.938
454,580,1.28,16.2,0.941
485,607,1.25,16,0.94
477,608,1.27,15.6,0.939
464,586,1.26,15.9,0.941
457,579,1.27,15.8,0.947
467,594,1.27,15.9,0.942
482,609,1.26,15,0.952
293,419,0,24.7,0
298,430,0,26.1,0
498,695,1.39,15.6,0.379
460,674,1.47,16.2,0.376
436,679,1.56,15.8,0.375
497,688,1.38,14.8,0.378
465,685,1.47,16.2,0.376
453,657,1.45,15.6,0.374
451,668,1.48,15.2,0.377
475,649,1.36,16,0.378
472,664,1.41,16.3,0.375
479,685,1.43,16.1,0.38
464,642,1.38,16.1,0.381
455,649,1.43,15.7,0.378
508,678,1.34,15.2,0.382
469,645,1.37,15.9,0.376
466,680,1.46,16,0.379
469,676,1.44,16.1,0.375
502,652,1.3,16.2,0.383
436,660,1.51,15.7,0.379
513,659,1.29,14.9,0.381
462,656,1.42,16.1,0.383
480,650,1.35,16.1,0.382
475,660,1.39,15.9,0.382
474,655,1.38,15.9,0.38
484,608,1.26,16.2,2.162
468,642,1.37,15.8,0.248
459,647,1.41,15.2,0.247
457,640,1.4,15.3,0.252
462,629,1.36,14.3,0.252
448,575,1.28,16.7,0.947
452,567,1.25,16.9,0.947
464,583,1.26,16.6,0.938
459,584,1.27,15.4,0.943
480,602,1.26,16.1,0.943
475,606,1.28,16.4,0.94
485,607,1.25,16,0.94
447,587,1.31,16.8,0.94
462,591,1.28,18.6,0.949
484,606,1.25,14.9,0.951
472,598,1.27,16.3,0.951
482,609,1.26,15,0.952
473,594,1.26,15.7,0.954
481,606,1.26,15.5,0.942
458,593,1.29,16.7,0.943
465,592,1.27,16.1,0.946
443,583,1.32,16.3,0.939
468,600,1.28,16.3,0.945
470,605,1.29,16.6,0.944
462,596,1.29,16.4,0.94
472,594,1.26,15.9,0.945
485,607,1.25,16,0.94
470,587,1.25,16.2,0.946
480,616,1.28,15.6,0.943
475,609,1.28,15.6,0.947
468,607,1.3,17.4,1.479
478,617,1.29,17.3,1.469
465,584,1.26,15.2,1.482
467,613,1.31,15.2,1.483
465,606,1.3,17.1,1.489
445,566,1.27,16.3,1.484
448,587,1.31,17,2.122
506,639,1.26,15.8,2.131
491,634,1.29,16.6,2.118
474,613,1.29,16.8,2.131
486,623,1.28,15.8,2.128
460,647,1.41,14.5,0.957
441,635,1.44,14.9,0.94
453,644,1.42,15.9,0.941
435,625,1.44,14.8,0.942
455,650,1.43,14.6,0.951
463,643,1.39,14.5,0.95
432,645,1.49,14.7,0.959
488,613,1.26,15.9,1.475
443,563,1.27,17.9,1.476
480,698,1.46,14.6,0.98
480,599,1.25,15.6,1.477
449,566,1.26,16.8,1.5
463,602,1.3,16.8,0.853
467,582,1.25,16.9,0.844
483,607,1.26,15,0.846
482,615,1.27,17.4,0.839
452,567,1.25,16.9,0.947
477,600,1.26,16.4,0.949
458,583,1.27,16.3,0.941
459,590,1.28,16.6,0.943
449,568,1.27,16.7,0.948
470,600,1.28,15.9,0.939
462,591,1.28,18.6,0.949
462,595,1.29,16.2,0.949
488,619,1.27,18.7,0.947
481,606,1.26,15.5,0.942
458,593,1.29,16.7,0.943
477,610,1.28,16,0.946
487,614,1.26,16.6,0.941
472,594,1.26,15.9,0.945
455,583,1.28,16.4,1.476
454,580,1.28,16.5,1.477
468,607,1.3,17.4,1.479
463,587,1.27,16.7,1.473
462,605,1.31,16.1,1.482
