"FLUENCIA","RES_TRA","RELACION","ALARGA","PE_MET"
480,617,1.29,16.1,2.114
484,618,1.28,15.1,2.126
485,630,1.3,16.3,2.125
489,627,1.28,16.1,2.139
477,625,1.31,16.5,2.134
490,633,1.29,16.9,2.141
482,627,1.3,16.8,2.143
496,639,1.29,14.7,2.141
483,623,1.29,14.9,2.136
491,623,1.27,14.8,2.145
376,549,0,22.6,0
330,523,0,25.9,0
353,498,0,25.3,0
335,449,0,26.4,0
359,491,0,25.1,0
353,491,0,26.6,0
385,542,0,24.9,0.817
387,530,0,24.9,0.822
383,524,0,25.4,0.829
378,530,0,25.1,0.816
339,462,0,26.2,0.813
389,548,0,25.6,0.818
388,537,0,24.9,0.822
379,517,0,25.4,0.809
397,532,0,26.4,9.893
577,705,1.22,12.6,1.538
573,750,1.31,14.4,2.413
561,700,1.25,18,0.39
570,718,1.26,17.1,0.592
482,606,1.26,15.5,0.532
502,636,1.27,15.4,0.536
478,596,1.25,16.3,0.539
488,608,1.25,15.7,0.534
463,595,1.29,16.3,0.533
471,604,1.28,16.2,0.531
469,602,1.28,15.9,0.53
492,631,1.28,15.1,0.537
486,607,1.25,14.8,0.536
493,617,1.25,15.8,0.539
479,606,1.27,16.1,0.539
482,611,1.27,15.3,0.533
465,600,1.29,16,0.531
467,596,1.28,15.5,0.53
486,610,1.26,16,0.531
465,586,1.26,16,0.531
469,602,1.28,16,0.531
460,588,1.28,15.8,0.534
477,597,1.25,16,0.531
502,636,1.27,15.4,0.536
479,606,1.27,16.1,0.539
465,586,1.26,16,0.531
469,602,1.28,16,0.531
480,603,1.26,15.9,0.53
485,622,1.28,15.1,2.107
468,611,1.31,14.7,2.13
491,637,1.3,16,2.116
488,624,1.28,15.8,2.119
510,660,1.29,15.1,0.381
381,535,0,24,0.825
386,545,0,24.3,0.82
304,412,0,27.2,0.823
384,537,0,25.7,1.132
366,522,0,25.9,1.126
356,516,0,28.1,1.069
359,509,0,27.7,0
353,515,0,27.6,1.627
502,636,1.27,15.4,0.536
477,600,1.26,16.1,0.529
502,636,1.27,15.4,0.536
512,639,1.25,15.2,0.531
482,611,1.27,15.3,0.533
467,591,1.27,15.6,0.532
486,610,1.26,16,0.531
465,586,1.26,16,0.531
488,612,1.25,15.2,0.532
483,608,1.26,15.8,0.531
486,607,1.25,15.9,0.532
477,597,1.25,16.3,0.54
482,611,1.27,15.3,0.533
465,600,1.29,16,0.531
468,597,1.28,16.3,0.534
504,637,1.26,15.8,0.53
469,602,1.28,16,0.531
359,509,0,27.7,1.121
468,597,1.28,16.3,0.534
468,589,1.26,16.5,0.943
479,603,1.26,17.3,0.942
471,593,1.26,15.2,0.945
456,589,1.29,16.1,0.944
460,590,1.28,15.8,0.944
467,590,1.26,15.6,0.943
475,593,1.25,15.7,0.941
460,592,1.29,15.8,0.943
481,601,1.25,15.4,0.944
463,599,1.29,16.3,0.948
473,596,1.26,15.4,0.939
464,590,1.27,16,0.943
471,588,1.25,15.9,0.945
469,585,1.25,16.7,0.947
463,578,1.25,15.8,0.944
463,585,1.26,15.6,0.944
479,603,1.26,17.3,0.942
471,593,1.26,15.2,0.945
436,560,1.29,16.2,0.947
464,590,1.27,16,0.943
474,593,1.25,16.4,1.474
484,632,1.31,14.7,2.119
485,622,1.28,15.1,2.107
484,618,1.28,15.1,2.126
498,645,1.3,15.8,2.117
481,620,1.29,14.9,2.125
291,411,0,25.7,0
301,422,0,24.4,0
290,407,0,24.7,0
283,399,0,23.9,0
285,400,0,25.5,0
287,405,0,25.2,0
282,400,0,26.2,0
280,402,0,25.6,0
473,592,1.25,15.4,0.94
480,605,1.26,15.6,0.941
459,590,1.29,16,0.943
470,593,1.26,15.4,0.945
468,589,1.26,16.5,0.943
459,574,1.25,16.2,0.939
460,581,1.26,15.2,0.944
463,589,1.27,16.9,0.943
471,588,1.25,15.9,0.945
480,608,1.27,15.8,0.944
474,601,1.27,16.4,0.948
481,600,1.25,16,0.947
477,607,1.27,14.7,0.945
476,599,1.26,15.4,0.942
470,593,1.26,16.8,0.945
477,600,1.26,18.3,0.948
464,590,1.27,16,0.943
461,579,1.26,15.9,0.941
476,623,1.31,18.1,2.114
477,623,1.31,15.1,2.112
485,630,1.3,16.3,2.125
448,577,1.29,17.7,1.473
453,575,1.27,18,1.474
470,591,1.26,17.3,1.472
469,596,1.27,17.8,1.474
457,592,1.3,16.6,1.475
470,602,1.28,17.6,1.476
486,610,1.25,17.2,1.474
468,597,1.28,17.1,1.476
494,616,1.25,16.7,1.475
467,603,1.29,17.5,1.469
483,601,1.25,15.9,1.476
468,596,1.27,15.8,1.475
483,603,1.25,16.2,1.47
476,596,1.25,15.8,1.463
454,579,1.28,18.5,1.478
473,594,1.26,17,1.476
477,599,1.26,16.5,1.473
461,587,1.27,17.4,1.475
455,583,1.28,16.6,1.474
470,598,1.27,15.3,1.475
449,621,1.38,14.2,0.214
462,632,1.37,14.6,0.219
453,627,1.38,14.5,0.216
448,617,1.38,14.2,0.217
455,628,1.38,17.9,0.218
440,614,1.4,16.3,0.215
452,627,1.39,14.2,0.216
420,613,1.39,14.2,0.216
377,526,0,27,1.591
370,519,0,24.7,1.591
482,611,1.27,15.3,0.533
468,597,1.28,16.3,0.534
468,592,1.26,17.3,0.948
478,602,1.26,18.4,0.949
470,585,1.25,15.3,0.946
471,588,1.25,15.9,0.945
470,591,1.26,17.3,1.472
494,616,1.25,16.7,1.475
467,603,1.29,17.5,1.469
477,602,1.26,16.7,1.474
450,575,1.28,16,1.466
443,580,1.31,16.8,1.474
473,596,1.26,15.2,1.47
452,580,1.28,16.4,1.477
458,581,1.27,16.3,1.475
473,602,1.27,16.3,1.467
460,588,1.28,17,1.468
476,602,1.26,15.5,1.475
480,603,1.25,16.5,1.482
482,602,1.25,17.3,1.475
448,577,1.29,17.7,1.473
455,583,1.28,16.6,1.474
443,580,1.31,16.8,1.474
503,629,1.25,15.2,3.838
507,644,1.27,15.2,3.782
500,640,1.28,19.2,3.859
280,406,0,19.1,0
293,427,0,25.1,0
292,427,0,22.6,0
282,427,0,22,0
301,420,0,19.6,0
316,438,0,21.5,0
303,431,0,24.3,0
304,436,0,20,0
318,445,0,22.2,0
286,425,0,20.9,0
295,436,0,19.4,0
294,438,0,23.4,0
369,511,0,27,1.597
473,592,1.25,15.4,0.94
481,609,1.27,16.6,1.469
480,603,1.25,16.5,1.482
482,602,1.25,17.3,1.475
473,594,1.26,17,1.476
502,629,1.25,16.2,3.8
502,630,1.25,16.2,3.81
506,653,1.29,17,3.79
493,637,1.29,18.2,3.79
481,619,1.28,17.2,3.823
503,629,1.25,15.2,3.838
507,644,1.27,15.2,3.782
500,640,1.28,19.2,3.859
489,623,1.27,18,3.8
493,634,1.29,16.7,3.798
498,641,1.29,17.6,3.792
495,630,1.27,16.7,3.777
504,639,1.27,16.6,3.784
497,636,1.28,15.9,3.784
496,631,1.27,15.6,3.784
482,618,1.28,16.9,3.792
527,786,0,12.6,0
532,780,0,12.9,0
291,411,0,25.7,0
290,407,0,24.7,0
283,399,0,23.9,0
285,400,0,25.5,0
287,405,0,25.2,0
492,636,1.29,18,2.139
467,612,1.31,15.4,2.125
458,594,1.3,16.7,2.14
463,609,1.32,17,2.138
496,640,1.29,17.2,2.127
508,641,1.26,15.7,3.79
494,637,1.29,16.1,3.784
482,618,1.28,16.9,3.792
491,621,1.26,15,3.8
502,632,1.26,16.4,3.815
489,638,1.3,16.7,3.8
506,645,1.27,16.5,3.798
492,639,1.3,16,3.799
492,619,1.26,15.1,3.778
509,651,1.28,15.4,3.754
481,627,1.3,17.4,3.8
491,623,1.27,14.8,2.145
491,621,1.26,15,3.8
489,632,1.29,16.4,3.808
430,661,1.54,14.9,0.96
452,682,1.51,16.3,0.954
481,615,1.28,17.4,2.109
525,659,1.26,15.4,2.117
487,631,1.3,17.3,2.131
486,621,1.28,15.8,2.128
452,593,1.31,15.2,2.14
472,613,1.3,14.7,2.139
498,645,1.3,14.7,2.127
487,616,1.26,15.8,2.12
496,640,1.29,17.2,2.127
490,630,1.29,16.8,2.123
470,621,1.32,16.1,2.125
498,635,1.28,15.1,3.75
526,663,1.26,15.1,2.148
470,612,1.3,15.8,2.141
493,631,1.28,15.1,2.12
468,666,1.43,16.3,0.954
459,670,1.46,14.3,0.961
460,684,1.49,16.1,0.955
486,697,1.43,16.4,0.958
496,626,1.26,14.6,2.108
379,507,0,25.6,1.222
366,489,0,26.5,1.231
379,534,0,26.4,1.202
382,527,0,25.8,1.208
341,459,0,26.9,1.212
452,580,1.28,17.4,0.946
450,566,1.26,17.3,0.946
475,597,1.26,14.9,0.945
448,573,1.28,17.7,0.945
452,572,1.27,14.9,0.945
454,580,1.28,17.6,0.944
484,608,1.26,14.8,0.946
458,577,1.26,16.6,0.945
463,582,1.26,16.3,0.945
468,590,1.26,16.4,0.946
474,602,1.27,16,0.944
446,588,1.32,16.5,0.943
449,572,1.27,16.2,0.944
454,579,1.28,16.5,0.944
448,575,1.28,16.1,0.944
454,568,1.25,15.9,0.942
445,564,1.27,16,0.943
450,566,1.26,17.3,0.946
448,573,1.28,17.7,0.945
452,572,1.27,14.9,0.945
454,580,1.28,17.6,0.944
484,608,1.26,14.8,0.946
449,572,1.27,16.2,0.944
454,579,1.28,16.5,0.944
448,575,1.28,16.1,0.944
454,568,1.25,15.9,0.942
379,507,0,25.6,1.222
382,506,0,26.4,1.221
373,503,0,28.5,1.265
387,518,0,26.6,1.238
369,512,0,25.7,1.238
318,428,0,28.7,1.262
384,523,0,27.2,1.212
342,460,0,29,1.253
379,534,0,26.4,1.202
382,527,0,25.8,1.208
341,459,0,26.9,1.212
347,466,0,29.5,1.228
353,473,0,26.8,1.213
412,538,0,27.2,1.368
408,538,0,26.7,1.316
393,527,0,27.6,1.748
393,525,0,26.6,1.786
383,520,0,26.6,1.794
404,534,0,25.9,1.725
455,589,1.29,15.2,0.947
474,602,1.27,16,0.944
448,575,1.28,16.1,0.944
454,568,1.25,15.9,0.942
445,564,1.27,16,0.943
471,595,1.26,16.4,0.944
459,589,1.28,16.3,0.945
460,578,1.26,15.4,0.943
445,581,1.31,17.3,0.946
466,596,1.28,16.6,0.944
488,611,1.25,15.3,0.943
488,613,1.26,15.9,0.944
470,591,1.26,16.1,0.946
474,595,1.26,16,0.945
468,598,1.28,16.7,0.943
459,598,1.3,16.4,0.945
442,575,1.3,17.6,0.946
463,596,1.29,17.7,0.94
466,592,1.27,17.9,0.943
453,581,1.28,17.9,0.944
441,577,1.31,17.5,0.943
471,601,1.28,17,0.944
467,587,1.26,16.4,0.941
473,600,1.27,16.3,0.946
454,568,1.25,15.9,0.942
471,595,1.26,16.4,0.944
474,595,1.26,16,0.945
463,588,1.27,17.2,0.942
445,577,1.3,17.3,0.94
450,579,1.29,18,0.944
472,593,1.26,15.4,0.943
477,604,1.27,16.5,0.942
514,663,1.29,15.8,0.381
498,646,1.3,16.3,0.38
500,650,1.3,16.2,0.381
518,676,1.31,16.5,0.382
430,661,1.54,14.9,0.96
460,684,1.49,16.1,0.955
394,520,0,25.6,1.769
388,516,0,27.4,1.838
393,527,0,27.6,1.748
394,524,0,27.8,1.736
383,520,0,26.6,1.794
406,538,0,26.4,2.59
382,519,0,28.3,2.548
373,512,0,27,2.566
391,522,0,27.4,2.542
373,545,0,26.7,2.546
396,519,0,27.6,2.525
454,580,1.28,17.6,0.944
446,576,1.29,16.3,0.949
461,593,1.29,16.2,0.947
460,578,1.26,16.4,0.945
473,600,1.27,16.3,0.946
459,589,1.28,16.3,0.945
475,597,1.26,16.2,0.944
488,613,1.26,15.9,0.944
470,591,1.26,16.1,0.946
474,595,1.26,16,0.945
468,598,1.28,16.7,0.943
463,588,1.27,17.9,0.942
466,592,1.27,17.9,0.943
472,593,1.26,15.4,0.943
477,604,1.27,16.5,0.942
472,592,1.25,16.4,0.944
474,593,1.25,16.3,0.942
473,605,1.28,16.1,0.944
462,595,1.29,16.9,0.944
480,599,1.25,15.2,0.942
453,590,1.3,16.2,0.947
470,588,1.25,16.1,0.943
466,589,1.26,16.6,0.944
466,590,1.27,15.9,0.943
479,602,1.26,16.8,0.947
461,583,1.26,16.5,0.944
461,590,1.28,15.9,0.947
456,580,1.27,16.8,0.947
473,591,1.25,15.4,0.945
456,574,1.26,15.7,0.942
454,568,1.25,15.9,0.942
463,596,1.29,17.7,0.94
450,579,1.29,18,0.944
477,604,1.27,16.5,0.942
472,592,1.25,16.4,0.944
469,588,1.25,16,0.946
453,590,1.3,16.2,0.947
470,588,1.25,16.1,0.943
382,506,0,26.4,1.221
362,492,0,28.3,1.22
412,538,0,27.2,1.368
406,538,0,26.4,2.59
365,549,0,24.8,2.629
389,528,0,26.7,2.593
373,512,0,27,2.566
385,522,0,28.2,2.638
373,545,0,26.7,2.546
396,519,0,27.6,2.525
396,523,0,26,2.621
404,530,0,27,3.29
396,523,0,27.2,3.288
397,532,0,26.6,3.289
450,566,1.26,17.3,0.946
466,589,1.26,18.9,0.948
446,588,1.32,16.5,0.943
458,583,1.27,16.8,0.945
456,574,1.26,15.7,0.942
469,593,1.26,16.5,0.947
458,575,1.26,16.2,0.941
467,595,1.27,16.7,0.945
468,591,1.26,16.3,0.943
489,612,1.25,15.6,0.941
461,584,1.27,16.4,0.942
499,648,1.3,17.3,7.494
502,649,1.29,16.5,7.509
524,660,1.26,17.5,7.48
487,630,1.29,17.1,7.565
497,637,1.28,18.1,7.55
555,804,0,13.4,0
569,814,0,12.4,0
569,814,0,12.4,0
568,805,0,13.4,0
568,777,0,13.2,0
564,804,0,13.6,0
581,823,0,13.4,0
566,805,0,12.6,0
565,804,0,12.9,0
563,795,0,14.2,0
552,803,0,14.1,0
572,796,0,14.1,0
553,797,0,14.2,0
382,519,0,28.3,2.548
404,530,0,27,3.29
506,640,1.26,17.6,7.51
480,650,1.35,16.4,7.515
505,655,1.3,16.7,7.494
488,649,1.33,16.6,7.545
494,631,1.28,16.4,7.508
473,622,1.32,16,7.52
468,625,1.34,16.2,7.582
488,649,1.33,16.6,7.545
481,637,1.32,17.1,7.51
485,645,1.33,17.1,7.488
478,631,1.32,16.9,7.506
494,652,1.32,15.8,7.596
494,631,1.28,16.4,7.508
404,530,0,27,3.29
396,523,0,27.2,3.288
475,597,1.26,15.6,0.531
469,594,1.27,15.7,0.53
470,586,1.25,15.2,0.531
463,592,1.28,15.6,0.534
460,590,1.28,16.2,0.531
469,606,1.29,15.3,0.532
455,567,1.25,15.6,0.532
460,582,1.27,15.2,0.531
478,602,1.26,16.5,0.536
453,580,1.28,17.1,0.532
470,593,1.26,16.1,0.532
478,602,1.26,16.5,0.536
453,580,1.28,17.1,0.532
470,593,1.26,16.1,0.532
470,593,1.26,16.6,0.941
468,589,1.26,16.1,0.945
480,650,1.35,16.4,7.515
485,645,1.33,17.1,7.488
480,632,1.32,16.6,7.468
488,649,1.33,16.6,7.545
522,673,1.29,15.1,7.583
326,450,0,29.9,0
400,405,0,29.1,0
312,409,0,30.2,0
305,402,0,30.2,0
321,420,0,29.5,0
307,419,0,29,0
330,448,0,28.6,0
336,462,0,28.7,0
347,470,0,27.7,0
319,424,0,30.1,0
379,516,0,24.4,0
333,443,0,28.3,0
322,419,0,24.2,0
304,417,0,25.5,0
473,595,1.26,15.3,0.534
468,602,1.29,16.5,0.535
469,594,1.27,15.7,0.53
466,589,1.26,16.6,0.531
473,606,1.28,14.9,0.533
495,617,1.25,16.5,0.534
485,611,1.26,16.6,0.536
496,619,1.25,15.2,0.534
458,579,1.26,15.1,0.533
441,579,1.31,14.9,0.536
482,601,1.25,16.1,0.532
460,582,1.27,15.2,0.531
478,602,1.26,16.5,0.536
474,599,1.26,15.9,0.532
489,613,1.25,16.8,0.532
485,608,1.25,16.3,0.532
460,582,1.27,15.2,0.531
478,602,1.26,16.5,0.536
453,580,1.28,17.1,0.532
470,593,1.26,16.1,0.532
440,616,1.4,14,0.216
441,612,1.39,14.5,0.217
434,605,1.39,14.7,0.217
441,603,1.37,15.6,0.218
432,587,1.36,16.5,0.218
430,583,1.36,14.7,0.213
427,592,1.38,16.9,0.211
428,594,1.39,14,0.212
435,609,1.4,16.1,0.216
438,603,1.38,14.7,0.215
326,450,0,29.9,0
400,405,0,29.1,0
312,409,0,30.2,0
305,402,0,30.2,0
321,420,0,29.5,0
330,448,0,28.6,0
336,462,0,28.7,0
347,470,0,27.7,0
319,424,0,30.1,0
379,516,0,24.4,0
352,501,0,29.1,0
343,502,0,27.4,0
363,507,0,27,0
352,507,0,27,0
359,510,0,28.4,0
336,471,0,30,0
325,489,0,30.2,0
338,504,0,30.2,0
332,491,0,29.1,0
326,496,0,30.8,0
332,510,0,28.3,0
325,495,0,29.9,0
468,602,1.29,16.5,0.535
469,606,1.29,15.3,0.532
485,606,1.25,15.7,0.539
455,586,1.29,15.3,0.535
484,603,1.25,15.4,0.532
469,599,1.28,16.9,1.473
473,595,1.26,16.3,1.48
455,592,1.3,16.3,1.472
465,589,1.27,16.7,1.468
452,586,1.3,17.1,1.472
476,597,1.25,16.1,1.472
464,591,1.27,16.1,1.474
463,579,1.25,16.6,1.472
459,581,1.27,16.5,1.475
449,579,1.29,18.1,1.468
473,592,1.25,16.6,1.473
461,594,1.29,17.9,1.473
445,584,1.31,16.5,1.472
468,596,1.27,16.6,1.475
486,613,1.26,16.2,1.472
469,599,1.28,16.9,1.473
470,594,1.26,15.7,1.469
452,586,1.3,17.1,1.472
454,587,1.29,16.2,1.475
473,592,1.25,16.6,1.473
461,594,1.29,17.9,1.473
445,584,1.31,16.5,1.472
486,613,1.26,16.2,1.472
437,660,1.51,14.1,0.218
445,628,1.41,14.8,0.216
434,612,1.41,14.1,0.214
469,614,1.31,14.4,0.215
451,610,1.35,14.3,0.217
430,596,1.39,14.6,0.213
490,677,1.38,15.6,0.221
462,641,1.39,15.1,0.216
444,625,1.41,14.1,0.211
466,649,1.39,15.2,0.214
465,630,1.35,15.1,0.214
501,663,1.32,14.1,0.214
460,649,1.41,14.3,0.213
463,640,1.38,15.3,0.216
336,471,0,30,0
332,491,0,29.1,0
322,490,0,30.6,0
330,497,0,30.5,0
330,497,0,30.5,0
456,585,1.28,16.5,1.476
482,601,1.25,17.1,1.474
468,593,1.27,15.8,1.469
465,592,1.27,16,1.469
469,585,1.25,15.9,1.47
478,599,1.25,14.5,1.466
488,611,1.25,15.8,1.473
472,592,1.25,15.9,1.47
489,616,1.26,15.7,1.471
486,611,1.26,16.1,1.472
467,592,1.27,16,1.466
470,593,1.26,15.4,1.469
468,594,1.27,15.9,1.468
478,600,1.26,15.9,1.474
482,601,1.25,16.9,1.471
453,582,1.28,16.4,1.473
452,586,1.3,17.1,1.472
464,593,1.28,15.8,1.468
481,605,1.26,16.4,1.472
440,616,1.4,14,0.216
434,612,1.41,14.1,0.214
473,645,1.36,14.2,0.216
449,639,1.42,14.3,0.214
501,663,1.32,14.1,0.214
460,649,1.41,14.3,0.213
501,679,1.36,14.1,0.388
456,681,1.49,15.1,0.388
455,697,1.53,14.3,0.39
493,681,1.38,14.4,0.381
478,679,1.42,14.4,0.384
499,669,1.34,14.5,0.381
519,688,1.33,14.1,0.376
479,696,1.45,14.2,0.376
488,697,1.43,14.8,0.377
497,678,1.36,14.5,0.534
472,664,1.41,15.1,0.531
455,637,1.4,14.5,0.533
450,674,1.5,15.5,0.53
320,455,0,24.4,0
307,430,0,24.4,0
464,586,1.26,15.3,0.534
443,572,1.29,15.4,0.53
485,606,1.25,15.7,0.539
458,579,1.26,15.1,0.533
485,608,1.25,16.3,0.532
453,580,1.28,17.1,0.532
473,595,1.26,16.3,1.48
454,587,1.29,16.2,1.475
473,592,1.25,16.6,1.473
461,594,1.29,17.9,1.473
445,584,1.31,16.5,1.472
478,599,1.25,14.5,1.466
469,590,1.26,14.9,1.467
468,599,1.28,16,1.468
468,589,1.25,15.8,1.471
478,600,1.26,15.9,1.474
478,600,1.26,15.9,1.474
465,586,1.26,17.1,1.469
478,599,1.25,15.5,1.475
477,595,1.25,15.7,1.468
477,600,1.26,16.3,1.471
504,630,1.25,16.1,1.468
456,576,1.26,16,1.466
463,584,1.26,16.2,1.468
473,591,1.25,16,1.472
472,594,1.26,15.8,1.474
493,615,1.25,16,1.472
464,593,1.28,15.8,1.468
501,656,1.31,15.3,2.168
514,654,1.27,16.6,2.167
524,668,1.27,15.4,2.158
510,641,1.26,15.9,2.194
522,673,1.29,16.1,2.159
489,630,1.29,16.1,2.154
495,635,1.28,16.2,2.118
461,614,1.33,16.4,2.125
488,636,1.3,16.7,2.118
471,615,1.31,15.3,2.119
333,443,0,28.3,0
322,419,0,24.2,0
464,608,1.31,17,2.135
471,613,1.3,16.2,2.127
514,654,1.27,16.6,2.167
478,616,1.29,16,2.137
500,654,1.31,15.4,2.162
495,645,1.3,15.3,2.166
495,635,1.28,16.2,2.118
478,608,1.27,15.4,2.118
464,610,1.31,17.1,2.128
336,462,0,28.7,0
379,516,0,24.4,0
468,591,1.26,18.3,0.529
498,622,1.25,16.6,0.532
473,607,1.28,15.6,2.121
458,608,1.33,17.6,2.141
468,612,1.31,16.6,2.142
514,654,1.27,16.6,2.167
474,617,1.3,15.4,2.125
440,579,1.32,16.8,2.13
461,604,1.31,16.8,2.135
458,603,1.32,15.1,2.141
458,597,1.3,16.7,2.135
490,624,1.27,15.6,2.136
458,613,1.34,16.7,2.14
506,643,1.27,14.2,2.165
469,617,1.31,16.3,2.162
483,614,1.27,14.7,2.135
467,621,1.33,15.4,2.131
476,623,1.31,16.3,2.143
475,607,1.28,16.3,2.13
459,609,1.33,15.8,2.126
455,673,1.48,15.4,0.543
482,667,1.38,15.1,0.542
326,493,0,26.7,16.45
376,515,0,26,0.773
380,515,0,26,0.808
388,518,0,25.3,0.784
365,499,0,26.5,0.778
350,479,0,26.7,0.81
343,472,0,27.1,0.82
505,636,1.26,15.6,2.158
497,620,1.25,16.3,0.86
467,592,1.27,17.4,0.855
462,592,1.28,16.7,0.854
453,586,1.29,17.4,0.85
465,595,1.28,16.9,0.849
454,593,1.31,15.9,0.852
459,594,1.29,15.4,0.851
481,602,1.25,15.3,0.853
496,619,1.25,14.8,0.854
478,614,1.28,16.3,0.852
492,619,1.26,15.1,0.854
466,618,1.33,17.1,2.141
500,641,1.28,16.1,2.148
464,610,1.31,17.1,2.128
468,607,1.3,14.9,2.137
506,643,1.27,14.2,2.165
467,621,1.33,15.4,2.131
476,623,1.31,16.3,2.143
475,607,1.28,16.3,2.13
459,609,1.33,15.8,2.126
504,636,1.26,15.1,2.116
461,607,1.32,15.7,2.144
466,607,1.3,15.1,2.132
481,631,1.31,15.7,2.163
458,599,1.31,15.7,2.135
463,605,1.31,15.2,2.138
462,615,1.33,15.2,2.134
471,614,1.3,15.5,2.124
496,624,1.26,14.5,2.145
505,641,1.27,15.4,2.168
467,621,1.33,15.4,2.131
487,609,1.25,15.6,2.142
336,462,0,28.7,0
390,526,0,26.3,0.812
388,518,0,25.3,0.784
369,509,0,28.4,0.84
386,528,0,28.4,0.805
372,507,0,28.6,0.813
383,529,0,24.6,0.823
304,417,0,25.5,0
453,594,1.31,17.1,0.857
490,622,1.27,16.6,0.854
457,577,1.26,16.2,0.852
446,574,1.29,16.3,0.535
495,617,1.25,15.7,0.534
485,611,1.26,16.1,0.538
449,577,1.29,16.1,0.536
493,621,1.26,16.3,0.535
481,622,1.29,15.7,0.538
479,606,1.27,15.9,0.534
476,608,1.28,16,0.54
496,623,1.26,16,0.534
465,601,1.29,16.1,0.533
476,596,1.25,15.8,0.535
468,591,1.26,15.9,0.532
454,602,1.33,16.2,0.538
476,608,1.28,16,0.54
473,603,1.27,16.1,0.847
477,602,1.26,16,0.848
456,586,1.29,16.3,0.845
478,604,1.26,15.9,0.847
487,608,1.25,16.1,0.844
462,592,1.28,16.7,0.854
465,595,1.28,16.9,0.849
454,593,1.31,15.9,0.852
478,600,1.26,16.1,0.846
459,594,1.29,15.4,0.851
479,602,1.26,15.7,0.849
481,602,1.25,15.3,0.853
492,619,1.26,15.1,0.854
456,586,1.29,16.3,0.845
478,600,1.26,16.1,0.846
479,602,1.26,15.7,0.849
481,602,1.25,15.3,0.853
382,526,0,27.3,0.815
385,521,0,26.2,0.826
376,517,0,26.8,0.821
386,528,0,28.4,0.805
372,507,0,28.6,0.813
383,529,0,24.6,0.823
391,523,0,26.6,0.888
389,522,0,27.1,0.903
468,606,1.29,16,0.534
485,611,1.26,16.1,0.538
484,611,1.26,15,0.542
496,628,1.27,15.8,0.538
479,606,1.27,15.9,0.534
476,608,1.28,16,0.54
496,623,1.26,16,0.534
465,601,1.29,16.1,0.533
476,596,1.25,15.8,0.535
468,591,1.26,15.9,0.532
491,623,1.27,15.8,0.529
479,600,1.25,15.7,0.533
473,599,1.27,15.6,0.534
462,590,1.28,16.6,0.532
477,608,1.27,15.2,0.533
469,606,1.29,16.2,0.536
478,606,1.27,16.5,0.532
488,609,1.25,15.8,0.534
487,612,1.26,16,0.53
476,607,1.28,16,0.531
469,590,1.26,16,0.531
474,593,1.25,16.1,0.533
488,616,1.26,15.7,0.531
484,618,1.28,16.1,0.532
477,608,1.27,15.2,0.533
469,606,1.29,16.2,0.536
485,608,1.25,16.3,0.532
474,609,1.28,16.1,0.533
465,585,1.26,15.9,0.533
362,489,0,26.9,2.29
352,495,0,26.7,0
348,496,0,30,0
489,620,1.27,16,0.538
484,618,1.28,16.1,0.532
462,590,1.28,16.6,0.532
469,606,1.29,16.2,0.536
478,606,1.27,16.5,0.532
488,609,1.25,15.8,0.534
487,612,1.26,16,0.53
476,607,1.28,16,0.531
469,590,1.26,16,0.531
474,593,1.25,16.1,0.533
459,581,1.27,16.1,0.534
467,593,1.27,16.6,0.531
478,601,1.26,15.8,0.532
493,623,1.26,15.6,0.531
476,597,1.25,15.9,0.533
455,585,1.29,15.1,0.533
480,611,1.27,16.3,0.534
487,612,1.26,16,0.53
488,616,1.26,15.7,0.531
466,583,1.25,15.8,0.53
346,493,0,25.3,3.988
348,493,0,24.2,3.992
354,499,0,30,0
479,606,1.27,15.9,0.534
465,601,1.29,16.1,0.533
490,616,1.26,16,0.533
475,594,1.25,15.9,0.529
488,616,1.26,15.7,0.531
480,622,1.3,16.4,3.811
487,633,1.3,17.5,3.792
482,667,1.38,15.1,0.542
381,512,0,27.5,0.93
377,509,0,26.2,0.948
380,519,0,26.9,0.968
378,498,0,26.7,0.962
383,515,0,26.2,0.988
365,497,0,26.3,1.12
363,494,0,27.2,1.068
348,496,0,30,0
467,592,1.27,17.4,0.855
462,592,1.28,16.7,0.854
453,586,1.29,17.4,0.85
478,600,1.26,16.1,0.846
492,619,1.26,15.1,0.854
478,614,1.28,16.3,0.852
490,636,1.3,15.5,3.798
486,627,1.29,17.7,3.798
478,609,1.28,16.9,3.786
472,623,1.32,21.6,3.769
488,620,1.27,16.2,3.806
468,605,1.29,17.2,3.806
467,596,1.28,16.7,3.79
500,627,1.26,16,3.8
498,648,1.3,15.7,3.832
498,641,1.29,17.6,3.792
495,630,1.27,16.7,3.777
504,639,1.27,16.6,3.784
479,608,1.27,15.6,3.799
470,609,1.29,15.9,3.82
476,618,1.3,15.6,3.838
463,598,1.29,16.3,3.805
467,614,1.31,15.5,3.801
461,604,1.31,18.4,3.778
495,628,1.27,16,3.814
453,605,1.33,16,3.79
365,520,0,26.7,1.09
354,507,0,27.9,1.106
365,497,0,26.3,1.12
363,494,0,27.2,1.068
359,502,0,29.3,1.282
350,497,0,27.4,1.272
343,498,0,29.2,1.996
354,506,0,29.5,1.972
351,502,0,28.1,1.95
350,503,0,29.1,1.957
350,504,0,29.8,1.975
489,623,1.27,18,3.8
468,622,1.33,16,3.81
484,629,1.3,16.2,3.82
473,609,1.29,16.5,3.814
